title,poster,chinese_movie_name,year,English_movie_name,country,category,lanuage,release_year,douban_score,file_size,duration,director,leading_role,introduction,dowload_url,CountMovie
2020年剧情动作《我们永不言弃》HD国语中字,https://lookimg.com/images/2020/04/23/PQFgWD.jpg,我们永不言弃/Knockout,2020,我們永不言棄,中国香港,剧情 / 动作,普通话,2020-04-20(中国大陆),unkonw,2.63 GB,unkonw,周显扬 Roy Chow Hin-Yeung,韩庚 Geng Han,拳坛上所向披靡的“死神”周始因一次意外被判入狱五年，出狱后妻子离世，只剩女儿周自在等他。年幼的女儿被发现患上白血病，周始为完成女儿心愿，以36岁高龄重返擂台，与拳王展开IBF金腰带争夺战。即使体能消耗殆尽、头破血流、视线模糊、血肉飞溅，亦会继续打下去，直至分出胜负…,ftp://ygdy8:ygdy8@yg90.dydytt.net:7067/阳光电影www.ygdy8.com.我们永不言弃.HD.1080p.国语中字.mkv,220
2019年剧情喜剧《军人的妻子》BD中英双字幕,https://lookimg.com/images/2020/04/22/PQCahK.jpg,军人的妻子/军嫂/女声我最美(台),2019,Military Wives/The Singing Club,英国,剧情/喜剧,英语,2019-09-06(多伦多电影节) / 2020-03-06(英国),6.3/10 from 136 users,2 GB,110分钟,彼得·卡坦纽 Peter Cattaneo,克里斯汀·斯科特·托马斯 Kristin Scott Thomas,克里斯汀·斯科特·托马斯、莎朗·豪根(《大祸临头》)将主演[军人的妻子](Military Wives，暂译)，彼得·卡坦纽([光猪六壮士])执导，罗斯安娜·弗兰(Rosanne Flynn)与瑞秋·汤纳德([成年人生存技巧])共同操刀剧本。影片灵感来源于根据BBC纪录片《合唱团：军人的妻子》，围绕军事基地的一支女子合唱团展开。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4026/阳光电影www.ygdy8.com.军人的妻子.BD.1080p.中英双字幕.mkv,221
2019年获奖奇幻《匹诺曹/木偶奇遇记》BD中英双字幕,https://lookimg.com/images/2020/04/22/PQ3mez.jpg,匹诺曹/木偶奇遇记,2019,Pinocchio,"意大利,英国,法国",奇幻,意大利语,2019-12-19(意大利),"6.8/10 from 2,205 users",GB,124分钟,马提欧·加洛尼 Matteo Garrone,罗伯托·贝尼尼 Roberto Benigni,意大利真人版《匹诺曹》，故事围绕一个老木匠与他雕刻的小木偶匹诺曹展开。,ftp://ygdy8:ygdy8@yg90.dydytt.net:6014/阳光电影www.ygdy8.com.匹诺曹.BD.1080p.中英双字幕.mkv,222
2019年动作《叶问4：完结篇》BD国粤双语中字,https://extraimage.net/images/2020/02/09/9f4126a123e0d78645686d5af17fa8b5.jpg,叶问4：完结篇/Ip M4n/Ip Man 4/Yip Man 4/Yip Man 4：The Finale/叶问4,2019,葉問4,中国香港,剧情/动作,国语/粤语,2019-12-20(中国大陆),"7.2/10 from 117,155 users",1.9 GB,107分钟,叶伟信 Wilson Yip,甄子丹 Donnie Yen,因故来到美国唐人街的叶问，意外卷入一场当地军方势力与华人武馆的纠纷，面对日益猖狂的民族歧视与压迫，叶问挺身而出，在美国海军陆战队军营拼死一战，以正宗咏春，向世界证明了中国功夫。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4025/阳光电影www.ygdy8.com.叶问4：完结篇.BD.1080p.国粤双语中字.mkv,223
2020年动作悬疑《节奏组/复仇谜奏》BD中英双字幕,https://extraimage.net/images/2020/04/16/9202ae8b3c0331e1c9f64931430a3bae.jpg,节奏组/复仇谜奏,2020,The Rhythm Section,英国,动作 / 悬疑 / 惊悚,英语,2020-01-31(英国),5.0/10 from 498 users,1.9 GB,109分钟,瑞德·穆拉诺 Reed Morano,布蕾克·莱弗利 Blake Lively,根据Mark Burnell所著“Stephanie Patrick”系列小说四部曲的首部改编，女主Stephanie的生活在家人遭遇空难后分崩离析，她开始沉溺于酒精、毒品、卖淫之中。当她发现空难其实是一场谋杀案后，决定脱离苦海探索事情真相。这不是一本惊悚复仇小说，虽然女主角要踏上这一道路。这是一个关于自我救赎的故事，她必须要从过去扮演的多个角色里清醒过来，认清自己到底是谁。作为妓女，她名叫Lisa，金发惹火；随后从一名无政府主义变成恐怖分子的雇佣兵，化名Petra Reuter；偶尔作为瑞士女商人Marina Gaudenzi或美国学生Susan Branch，亦或是英国业务顾问Elizabeth Shepherd。无论是谁，她都不是自己，因为她的生活基于她扮演的角色，这是她服务的秘密机构所履行的准则。而当她爱上Frank White后，身份危机逐渐引发灾难。,ftp://ygdy8:ygdy8@yg39.dydytt.net:3024/阳光电影www.ygdy8.com.节奏组.BD.1080p.中英双字幕.mkv,224
2018年剧情犯罪《江湖儿女》BD国语中字,https://extraimage.net/images/2018/10/08/b0407ef4bc33c9c7e8762920fa370418.jpg,Ash is Purest White/Money & Love,2018,江湖儿女/灰烬是最洁白的/金钱与爱情,中国/法国/日本,剧情/爱情/犯罪,普通话/山西方言/湖北方言/重庆方言,2018-05-11(戛纳电影节)/2018-09-21(中国),7.6/10 from 171424 users,1CD,137分钟(中国大陆),贾樟柯 Zhangke Jia,赵涛 Tao Zhao,故事开始于2001年的山西大同，巧巧（赵涛 饰）和斌斌（廖凡 饰）相恋多年，巧巧一心希望能够和斌斌成家过安稳的生活，但斌斌身为当地的大佬，有着自己更高远的志向。一场意外中，斌斌遭人暗算危在旦夕，巧巧拿着斌斌私藏的手枪挺身而出救了斌斌，自己却因为非法持枪而被判处了五年的监禁。,ftp://ygdy8:ygdy8@yg39.dydytt.net:8013/阳光电影www.ygdy8.com.江湖儿女.BD.1080p.国语中字.mkv,225
2019年剧情惊悚《琼斯先生》BD中英双字幕,https://lookimg.com/images/2020/04/17/PQ7QQE.jpg,琼斯先生/加雷斯·琼斯/雪地里的真相(台),2019,Mr. Jones/Gareth Jones,"波兰,英国,乌克兰",剧情 / 惊悚 / 传记,"英语,乌克兰语,俄语,威尔士语",2019-02-10(柏林电影节) / 2019-10-25(波兰),7.4/10 from 753 users,2.14 GB,119分钟,阿格涅丝卡·霍兰 Agnieszka Holland,詹姆斯·诺顿 James Norton,电影讲述了一个鲜为人知的故事。1933 年，一位野心勃勃的威尔士年轻记者加雷斯·琼斯（Gareth Jones）来到苏联旅行，发现了共产主义乌托邦神话后骇人听闻的现实。由此他开始进行一项常规新闻调查，但试图在政府掩盖下挖掘乌克兰饥荒的真相很快变成了生死攸关的探索。,ftp://ygdy8:ygdy8@yg18.dydytt.net:3026/阳光电影www.ygdy8.com.琼斯先生.BD.1080p.中英双字幕.mkv,226
2018年悬疑剧情《地球最后的夜晚》BD国语中字,https://extraimage.net/images/2019/02/14/9edb8415372f786b96cd9a64eb5ad1da.jpg,Long Day's Journey Into Night,2018,地球最后的夜晚,中国/法国,剧情/爱情/悬疑,贵州方言/普通话,2018-05-15(戛纳电影节)/2018-12-31(中国),"6.8/10 from 176,613 users",1CD,140分钟,毕赣 Bi Gan,汤唯 Wei Tang,罗紘武（黄觉 饰）因父亲离世再次回到贵州。12年前，好友白猫（李鸿其 饰）被杀，罗紘武在追查凶手左宏元（陈永忠 饰）的过程中，被凶手的情人万绮雯（汤唯 饰）所利用。从此以后，这个神秘的女人构成了他所有的记忆、欲望、信念和梦魇，一段追寻之旅让他发现了被隐藏多年的秘密……,ftp://ygdy8:ygdy8@yg39.dydytt.net:7013/阳光电影www.ygdy8.com.地球最后的夜晚.BD.1080p.国语中字.mkv,227
2020年悬疑恐怖《逃出梦幻岛》BD中英双字幕,https://extraimage.net/images/2020/04/16/34f88bf3047ef0e8351c046ca4f3dd2c.jpg,梦幻岛/谜·离岛(港)/逃出梦幻岛(台),2020,Fantasy Island,美国,惊悚/恐怖/冒险/奇幻/悬疑,英语,2020-02-14(美国),5.2/10 from 832 users,2 GB,110分钟,杰夫·瓦德洛 Jeff Wadlow,露西·海尔 Lucy Hale,迈克尔·佩纳将主演电影版[梦幻岛]，饰演剧集版中里卡多·蒙特尔班的角色。原剧包含黑暗主题及超自然元素，讲述太平洋上坐落着一个神秘度假岛屿，人们的各种古怪要求似乎都可以在这里得到满足。本片由杰夫·瓦德洛([海扁王2])自编自导，故事讲述岛上的监工罗尔克警告客人们，他们的幻想可能无法实现。,ftp://ygdy8:ygdy8@yg39.dydytt.net:3023/阳光电影www.ygdy8.com.梦幻岛.BD.1080p.中英双字幕.mkv,228
2020年惊悚恐怖《拧紧/凶宅疑童》BD中英双字幕,https://extraimage.net/images/2020/04/14/24d133deab050a2ce29780e60e364cba.jpg,拧紧/凶宅疑童(港)/碧庐冤孽/螺丝在拧紧/豪门怨灵(台)/转向,2020,The Turning,"英国,爱尔兰,加拿大,美国",剧情 / 恐怖,英语,2020-01-24(美国),4.4/10 from 522 users,1.7 GB,94分钟,弗洛莉娅·塞吉斯蒙迪 Floria Sigismondi,麦肯兹·戴维斯 Mackenzie Davis,改编自亨利·詹姆斯小说《螺丝在拧紧》（The Turn of the Screw），一位男子雇用了一名年轻女家庭教师，来照顾一对骤失双亲的侄儿和侄女，而她发现孤儿的家闹鬼。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4023/阳光电影www.ygdy8.com.拧紧.BD.1080p.中英双字幕.mkv,229
2019年高分获奖剧情《悲惨世界》BD法语中字,https://extraimage.net/images/2020/04/14/7639ba771fb3e0cb55d373ca3bfa9426.jpg,悲惨世界,2019,Les misérables,法国,剧情,法语,2019-05-15(戛纳电影节) / 2019-11-20(法国),"8.2/10 from 16,663 users",1.84 GB,103分钟,拉德·利 Ladj Ly,达米安·勃纳尔 Damien Bonnard,刚从瑟堡来的斯蒂芬，加入了巴黎93省圣德尼的“反犯罪特种部队”。在这里，他遇到了新队友克里斯和瓦达，两位经验丰富的警察。但他很快就感受到了这个街区不同帮派间剑拔弩张的紧张氛围。在一次出警的行动中，局面变得不可控制，而这个事件意外地被一架无人机记录下来，进而引发了更为剧烈的冲突。,ftp://ygdy8:ygdy8@yg39.dydytt.net:4026/阳光电影www.ygdy8.com.悲惨世界.BD.1080p.法语中字.mkv,230
2020年动画《真人快打传奇：蝎子的复仇》BD中英双字幕,https://extraimage.net/images/2020/04/14/7b8b10c307b4ad5cfab3e562da793e99.jpg,真人快打传奇：蝎子的复仇 / 真人快打：魔蝎的复仇（台）,2020,Mortal Kombat Legends: Scorpions Revenge,美国,动作 / 动画 / 冒险,英语,2020-04-12(美国),7.3/10 from 269 users,1 GB,80分钟,伊桑·斯波尔丁 Ethan Spaulding,Grey Griffin,聚焦了异世界和地球之间的千载难逢的比赛，这场比赛将最终决定地球和人类所有的公民的命运。地球保护者雷电必须聚集其领域最伟大的战士，以从邪恶的尚宗手上保卫地球，从而结束所有战斗。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4022/阳光电影www.ygdy8.com.真人快打传奇：蝎子的复仇.BD.1080p.中英双字幕.mkv,231
2020年动作喜剧《我的间谍》BD中英双字幕,https://extraimage.net/images/2020/04/13/8a4bab134d0b46dd60bc993960961669.jpg,我的间谍/半职业特工队(港)/间谍速成班(台),2020,My Spy,美国,喜剧/动作,英语,2020-04-01(中国台湾) / 2020-04-17(美国),6.0/10 from 691 users,1.79 GB,100分钟,彼得·西格尔 Peter Segal,戴夫·巴蒂斯塔 Dave Bautista,特工J.J.（戴夫巴蒂斯塔 饰）执行任务时闯出大祸，为了补锅，被委派与拍档波比监视一对母女，点知被目标人物之一的九岁小妹妹──苏菲（高儿寇曼 饰）轻易识破。惨被揸住痛脚的J.J.唯有不断满足苏菲的要求，不但陪玩陪笑陪返学，居然还要教苏菲做间谍，闹出无穷笑料。古惑的苏菲更帮J.J.与她妈妈姬蒂牵红线，势要将J.J.这座冰山劈开！正当J.J.逐渐融入这对母女的生活时，潜伏的危机却慢慢浮现……,ftp://ygdy8:ygdy8@yg18.dydytt.net:7016/阳光电影www.ygdy8.com.我的间谍.BD.1080p.中英双字幕.mkv,232
2020年剧情《从不，很少，有时，总是》BD中英双字幕,https://lookimg.com/images/2020/04/13/PP6Lin.jpg,从不，很少，有时，总是/从不、很少、有时、总是/绝不、很少、有时、总是,2020,Never Rarely Sometimes Always,美国,剧情,英语,2020-01-24(圣丹斯电影节) / 2020-02-25(柏林电影节) / 2020-03-13(美国),"7.6/10 from 9,655 users",1.78 GB,101分钟,伊丽莎·希特曼 Eliza Hittman,茜德尼·弗拉尼根 Sidney Flanigan,电影刻画了美国宾夕法尼亚州农村两个少女的故事。在意外怀孕后，Autumn和她的表亲Skylar在家乡遭到了不友好的对待，于是两人启程前往纽约，进行了一场跨越州际之旅。,ftp://ygdy8:ygdy8@yg39.dydytt.net:3021/阳光电影www.ygdy8.com.从不，很少，有时，总是.BD.1080p.中英双字幕.mkv,233
2020年动作《绝地战警：疾速追击》BD中英双字幕,https://extraimage.net/images/2020/03/30/f80687f3f6a175d31b4aacb33efa6525.jpg,绝地战警：疾速追击/绝地战警3/绝地战警FOR LIFE(台)/重案梦幻再重组(港),2020,Bad Boys for Life/Bad Boys 3,美国,喜剧 / 动作 / 犯罪,英语,2020(中国大陆) / 2020-01-17(美国),"6.3/10 from 7,302 users",2.19 GB,124分钟,阿迪尔·埃尔·阿比 Adil El Arbi,威尔·史密斯 Will Smith,曾制作《珍珠港》、《壮志凌云》、《加勒比海盗》系列等爆款电影的好莱坞金牌制片人全新倾力打造的《绝地战警：疾速追击》，讲述了迈阿密警员麦克（威尔·史密斯饰）遭遇神秘黑帮势力的暗杀伏击，为了迎战势力庞大火力惊人的黑帮分子，解决隐藏在暗处的危机，麦克找回曾经的搭档马库斯（马丁·劳伦斯饰），“嘴炮二人组”再度集结开启沙雕模式，不仅时刻上演逗比互怼，更在迈阿密街头与黑帮展开空前绝后的飙车枪战大戏。这对最佳搭档究竟能否在枪林弹雨下突出重围，找出幕后黑手完成绝地反杀？,ftp://ygdy8:ygdy8@yg39.dydytt.net:4025/阳光电影www.ygdy8.com.绝地战警：疾速追击.BD.1080p.中英双字幕.mkv,234
2020年高分动作《绅士们/绅士追杀令》BD中英双字幕,https://extraimage.net/images/2020/03/24/69a75c57db847ad39378f90a99fb9279.jpg,绅士们/绅士追杀令(台)/布什/有钱人/灌木/疯狂绅士帮(港)/纨绔子弟/绅士,2020,The Gentlemen/Bush/Toff Guys,美国,动作 / 犯罪,英语,2020-01-24(美国),"8.4/10 from 49,125 users",2 GB,113分钟,盖·里奇 Guy Ritchie,马修·麦康纳 Matthew McConaughey,本片讲述一个英国毒枭准备将他盈利丰厚的帝国卖给美国俄克拉荷马亿万富翁。麦康纳饰演这位欲将金盆洗手的毒枭，道克瑞饰演毒枭妻子。戈尔丁饰演一位越南黑帮。格兰特饰演一位拍到毒枭暗箱交易过程照片，欲用此来威胁毒枭的摄影师。法瑞尔的角色名为“Coach”，他是一位综合格斗训练师。,ftp://ygdy8:ygdy8@yg39.dydytt.net:3020/阳光电影www.ygdy8.com.绅士们.BD.1080p.中英双字幕.mkv,235
2020年奇幻动画《1/2的魔法/魔法环游记》BD中英双字幕,https://extraimage.net/images/2020/04/10/d0d3cd8aed8a48fa51e3e158d3feca0e.jpg,1/2的魔法/的魔法/二分之一的魔法/勇往直前/向前/觅法奇程/魔法环游记,2020,Onward,美国,喜剧 / 动画 / 奇幻 / 冒险,英语,2020-02-21(柏林电影节) / 2020-03-06(美国),"7.9/10 from 13,839 users",1.52 GB,102分钟,丹·斯坎隆 Dan Scanlon,汤姆·赫兰德 Tom Holland,影片设定在一个由精灵、巨魔和灵魂等组成的郊外幻想世界，在那里独角兽在垃圾桶中穿行，像是有着糖果条纹的负鼠。影片提供了一个前提，即魔法是真实的，但它早已被现代技术所遗忘和取代。一对十几岁的兄弟，在他们尚不更事时父亲便已离世，他们决定进入这个幻想世界，与父亲共度最后一个神奇的日子。霍兰德配音弟弟伊安、帕拉特配音聒噪的哥哥、德瑞弗斯配音兄弟二人的母亲、斯宾瑟则会利用其声线的优势。,ftp://ygdy8:ygdy8@yg90.dydytt.net:8065/阳光电影www.ygdy8.com.二分之一的魔法.BD.1080p.中英双字幕.mkv,236
2019年剧情《名字之歌》BD中英双字幕,https://lookimg.com/images/2020/04/28/PZ65Ko.jpg,名字之歌/逝者如歌(台),2019,The Song of Names,"加拿大,匈牙利",剧情,英语,2019-09-08(多伦多电影节) / 2019-12-25(美国),"6.7/10 from 1,064 users",2 GB,113分钟,佛朗索瓦·吉拉德 Franois Girard,蒂姆·罗斯 Tim Roth,根据诺曼·莱布得勒支创作的同名小说改编，讲述二战时的伦敦，两个少年马丁和道维多尔成为生死之交。道维多尔是个从华沙流亡过来的小提琴手，寄居在马丁家。然而，就在道维多尔的小提琴独奏会的首演当晚，他却神秘地失踪了，这件事成了马丁几十年的心结。,ftp://ygdy8:ygdy8@yg39.dydytt.net:8014/阳光电影www.ygdy8.com.名字之歌.BD.1080p.中英双字幕.mkv,237
2020年剧情爱情音乐《我仍然相信》BD中英双字幕,https://extraimage.com/images/2020/04/27/03b20c5062bad28a0.jpg,我仍然相信/依然相信(台)/信念依存,2020,I Still Believe,美国,剧情/爱情/音乐,英语,2020-03-13(美国),6.0/10 from 164 users,2 GB,115分钟,安德鲁·欧文 Andrew Erwin,布丽特·罗伯森 Britt Robertson,讲述了基督教音乐明星杰里米·坎普的真实生活故事和他爱与失去的旅程，这似乎证明了永远都有希望。,ftp://ygdy8:ygdy8@yg90.dydytt.net:6015/阳光电影www.ygdy8.com.我仍然相信.BD.1080p.中英双字幕.mkv,238
2020年动作《惊天营救/极限营救》BD中英双字幕,https://lookimg.com/images/2020/04/25/PZOUiV.jpg,惊天营救/极限营救/达卡,2020,Extraction/Dhaka/Out of the Fire,美国,剧情/动作,英语,2020-04-24(美国),"7.1/10 from 3,293 users",1.94 GB,117分钟,山姆·哈格雷夫 Sam Hargrave,克里斯·海姆斯沃斯 Chris Hemsworth,勒泰·雷克（克里斯·海姆斯沃斯饰）是一名无所畏惧的黑市雇佣兵，一无所有的他奉命营救入狱的黑帮大佬被绑架的儿子。但是在充斥着武器交易商和毒贩的阴暗地下世界中，本就致命的任务更是难以完成，并彻底地改变了雷克和男孩的命运。,ftp://ygdy8:ygdy8@yg39.dydytt.net:4028/阳光电影www.ygdy8.com.惊天营救.BD.1080p.中英双字幕.mkv,239
2020年悬疑惊悚《狩猎的时间》BD韩语中字,https://lookimg.com/images/2020/04/25/PZOx3K.jpg,狩猎的时间/狩猎时间,2020,Hunting Time/Sanyangeui sigan/The Night of the Hunter/Time to Hunt,韩国,悬疑 / 惊悚 / 犯罪,韩语,2020-02-22(柏林电影节) / 2020-04-23(韩国),6.0/10 from 916 users,2.33 GB,134分钟,尹成贤 Sung-Hyun Yoon,李帝勋 Je-hoon Lee,《守望者》导演新作，讲述在不久的将来韩半岛再次受到经济冲击，进而出现巨大的贫民街。为了生活下去，在这条街上的年轻人不惜以身试法的故事。,ftp://ygdy8:ygdy8@yg90.dydytt.net:8067/阳光电影www.ygdy8.com.狩猎的时间.BD.1080p.韩语中字.mkv,240
2019年高分剧情《7号房的礼物》BD中英双字幕,https://lookimg.com/images/2020/04/24/PZvUe3.jpg,7号房的礼物(土耳其版),2019,7. Kogustaki Mucize/7. Kogustaki Mucize/Miracle in Cell No.7/Yedinci Kogustaki Mucize,土耳其,剧情,土耳其语,2019-10-11(土耳其),"8.2/10 from 4,390 users",GB,132分钟,Mehmet Ada ztekin,Aras Bulut Iynemli,一个被错误指控谋杀的精神病父亲和他可爱的六岁女儿之间的温情故事。改编自2013年韩国电影《7号房的礼物》。,ftp://ygdy8:ygdy8@yg18.dydytt.net:7018/阳光电影www.ygdy8.com.7号房的礼物.BD.1080p.中英双字幕.mkv,241
2020年惊悚恐怖《格蕾特和韩塞尔》BD中英双字幕,https://lookimg.com/images/2020/04/24/PZv7Az.jpg,格蕾特和韩塞尔/战栗糖果屋(台)/糖果屋/韩赛尔与格蕾特,2020,Gretel & Hansel/Gretel and Hansel,"加拿大,爱尔兰,美国,南非",惊悚 / 恐怖 / 奇幻,英语,2020-01-31(美国),5.2/10 from 688 users,GB,87分钟,奥兹·珀金斯 Oz Perkins,索菲娅·莉莉丝 Sophia Lillis,描述葛丽特与汉赛尔被抛弃在黑森林中，试图找寻食物，却误入女巫预备丰盛佳肴的屋子。,ftp://ygdy8:ygdy8@yg18.dydytt.net:8017/阳光电影www.ygdy8.com.格蕾特和韩塞尔.BD.1080p.中英双字幕.mkv,242
2019年高分获奖剧情《看不见的女人》BD中英双字幕,https://lookimg.com/images/2020/04/22/PQCyIc.jpg,看不见的女/失散两生花(港)/她们的隐藏人生(台)/爱在姊妹失散时(澳)/隐形的女人,2019,A vida invisível de Eurídice Gusmo人/Invisible Life/The Invisible Life of Euridice Gusmo/Vida Invisivel,巴西,剧情,葡萄牙语,2019-05-20(戛纳电影节),"7.9/10 from 1,733 users",2.27 GB,145分钟,卡里姆·埃诺兹 Karim Ainouz,朱莉娅·斯托克勒 Julia Stockler,故事发生在1950年巴西的里约热内卢，18岁的尤丽狄茜与20岁的吉达是一对形影不离的亲生姐妹，她们与保守的父母一同生活。虽然家风传统，姐妹俩却各自怀揣梦想：尤丽狄茜想做一名职业钢琴家，吉达渴望追寻真爱。在一次戏剧化的变故后，姐妹被迫分离，两人各自的梦想也因生活的无奈被搁置。即便如此，姐妹倆从未放弃找寻彼此的希望。,ftp://ygdy8:ygdy8@yg18.dydytt.net:3028/阳光电影www.ygdy8.com.看不见的女人.BD.1080p.中英双字幕.mkv,243
2020年剧情动作《我们永不言弃》HD国语中字,https://lookimg.com/images/2020/04/23/PQFgWD.jpg,我们永不言弃/Knockout,2020,我們永不言棄,中国香港,剧情 / 动作,普通话,2020-04-20(中国大陆),unkonw,2.63 GB,unkonw,周显扬 Roy Chow Hin-Yeung,韩庚 Geng Han,拳坛上所向披靡的“死神”周始因一次意外被判入狱五年，出狱后妻子离世，只剩女儿周自在等他。年幼的女儿被发现患上白血病，周始为完成女儿心愿，以36岁高龄重返擂台，与拳王展开IBF金腰带争夺战。即使体能消耗殆尽、头破血流、视线模糊、血肉飞溅，亦会继续打下去，直至分出胜负…,ftp://ygdy8:ygdy8@yg90.dydytt.net:7067/阳光电影www.ygdy8.com.我们永不言弃.HD.1080p.国语中字.mkv,244
2019年剧情喜剧《军人的妻子》BD中英双字幕,https://lookimg.com/images/2020/04/22/PQCahK.jpg,军人的妻子/军嫂/女声我最美(台),2019,Military Wives/The Singing Club,英国,剧情/喜剧,英语,2019-09-06(多伦多电影节) / 2020-03-06(英国),6.3/10 from 136 users,2 GB,110分钟,彼得·卡坦纽 Peter Cattaneo,克里斯汀·斯科特·托马斯 Kristin Scott Thomas,克里斯汀·斯科特·托马斯、莎朗·豪根(《大祸临头》)将主演[军人的妻子](Military Wives，暂译)，彼得·卡坦纽([光猪六壮士])执导，罗斯安娜·弗兰(Rosanne Flynn)与瑞秋·汤纳德([成年人生存技巧])共同操刀剧本。影片灵感来源于根据BBC纪录片《合唱团：军人的妻子》，围绕军事基地的一支女子合唱团展开。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4026/阳光电影www.ygdy8.com.军人的妻子.BD.1080p.中英双字幕.mkv,245
2019年获奖奇幻《匹诺曹/木偶奇遇记》BD中英双字幕,https://lookimg.com/images/2020/04/22/PQ3mez.jpg,匹诺曹/木偶奇遇记,2019,Pinocchio,"意大利,英国,法国",奇幻,意大利语,2019-12-19(意大利),"6.8/10 from 2,205 users",GB,124分钟,马提欧·加洛尼 Matteo Garrone,罗伯托·贝尼尼 Roberto Benigni,意大利真人版《匹诺曹》，故事围绕一个老木匠与他雕刻的小木偶匹诺曹展开。,ftp://ygdy8:ygdy8@yg90.dydytt.net:6014/阳光电影www.ygdy8.com.匹诺曹.BD.1080p.中英双字幕.mkv,246
2019年动作《叶问4：完结篇》BD国粤双语中字,https://extraimage.net/images/2020/02/09/9f4126a123e0d78645686d5af17fa8b5.jpg,叶问4：完结篇/Ip M4n/Ip Man 4/Yip Man 4/Yip Man 4：The Finale/叶问4,2019,葉問4,中国香港,剧情/动作,国语/粤语,2019-12-20(中国大陆),"7.2/10 from 117,155 users",1.9 GB,107分钟,叶伟信 Wilson Yip,甄子丹 Donnie Yen,因故来到美国唐人街的叶问，意外卷入一场当地军方势力与华人武馆的纠纷，面对日益猖狂的民族歧视与压迫，叶问挺身而出，在美国海军陆战队军营拼死一战，以正宗咏春，向世界证明了中国功夫。,ftp://ygdy8:ygdy8@yg18.dydytt.net:4025/阳光电影www.ygdy8.com.叶问4：完结篇.BD.1080p.国粤双语中字.mkv,247
2020年动作悬疑《节奏组/复仇谜奏》BD中英双字幕,https://extraimage.net/images/2020/04/16/9202ae8b3c0331e1c9f64931430a3bae.jpg,节奏组/复仇谜奏,2020,The Rhythm Section,英国,动作 / 悬疑 / 惊悚,英语,2020-01-31(英国),5.0/10 from 498 users,1.9 GB,109分钟,瑞德·穆拉诺 Reed Morano,布蕾克·莱弗利 Blake Lively,根据Mark Burnell所著“Stephanie Patrick”系列小说四部曲的首部改编，女主Stephanie的生活在家人遭遇空难后分崩离析，她开始沉溺于酒精、毒品、卖淫之中。当她发现空难其实是一场谋杀案后，决定脱离苦海探索事情真相。这不是一本惊悚复仇小说，虽然女主角要踏上这一道路。这是一个关于自我救赎的故事，她必须要从过去扮演的多个角色里清醒过来，认清自己到底是谁。作为妓女，她名叫Lisa，金发惹火；随后从一名无政府主义变成恐怖分子的雇佣兵，化名Petra Reuter；偶尔作为瑞士女商人Marina Gaudenzi或美国学生Susan Branch，亦或是英国业务顾问Elizabeth Shepherd。无论是谁，她都不是自己，因为她的生活基于她扮演的角色，这是她服务的秘密机构所履行的准则。而当她爱上Frank White后，身份危机逐渐引发灾难。,ftp://ygdy8:ygdy8@yg39.dydytt.net:3024/阳光电影www.ygdy8.com.节奏组.BD.1080p.中英双字幕.mkv,248
2018年剧情犯罪《江湖儿女》BD国语中字,https://extraimage.net/images/2018/10/08/b0407ef4bc33c9c7e8762920fa370418.jpg,Ash is Purest White/Money & Love,2018,江湖儿女/灰烬是最洁白的/金钱与爱情,中国/法国/日本,剧情/爱情/犯罪,普通话/山西方言/湖北方言/重庆方言,2018-05-11(戛纳电影节)/2018-09-21(中国),7.6/10 from 171424 users,1CD,137分钟(中国大陆),贾樟柯 Zhangke Jia,赵涛 Tao Zhao,故事开始于2001年的山西大同，巧巧（赵涛 饰）和斌斌（廖凡 饰）相恋多年，巧巧一心希望能够和斌斌成家过安稳的生活，但斌斌身为当地的大佬，有着自己更高远的志向。一场意外中，斌斌遭人暗算危在旦夕，巧巧拿着斌斌私藏的手枪挺身而出救了斌斌，自己却因为非法持枪而被判处了五年的监禁。,ftp://ygdy8:ygdy8@yg39.dydytt.net:8013/阳光电影www.ygdy8.com.江湖儿女.BD.1080p.国语中字.mkv,249
2019年剧情惊悚《琼斯先生》BD中英双字幕,https://lookimg.com/images/2020/04/17/PQ7QQE.jpg,琼斯先生/加雷斯·琼斯/雪地里的真相(台),2019,Mr. Jones/Gareth Jones,"波兰,英国,乌克兰",剧情 / 惊悚 / 传记,"英语,乌克兰语,俄语,威尔士语",2019-02-10(柏林电影节) / 2019-10-25(波兰),7.4/10 from 753 users,2.14 GB,119分钟,阿格涅丝卡·霍兰 Agnieszka Holland,詹姆斯·诺顿 James Norton,电影讲述了一个鲜为人知的故事。1933 年，一位野心勃勃的威尔士年轻记者加雷斯·琼斯（Gareth Jones）来到苏联旅行，发现了共产主义乌托邦神话后骇人听闻的现实。由此他开始进行一项常规新闻调查，但试图在政府掩盖下挖掘乌克兰饥荒的真相很快变成了生死攸关的探索。,ftp://ygdy8:ygdy8@yg18.dydytt.net:3026/阳光电影www.ygdy8.com.琼斯先生.BD.1080p.中英双字幕.mkv,250
